id,query,bucket,entity_type,candidate_id,candidate_label,candidate_description,candidate_score,candidate_source,candidate_url,wiki_match
QW1031,"Empor zu Gott, mein Lobgesang!",expression,entity,Q453,"empor zu gott, mein lobgesang!",,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q453,
QW1031,"Empor zu Gott, mein Lobgesang!",expression,entity,__create__,"Empor zu Gott, mein Lobgesang!",,0.0,create,,
QW1031,"Empor zu Gott, mein Lobgesang!",expression,entity,__create__,"Empor zu Gott, mein Lobgesang!",,,,,
QW1036,Liturgical Settings,expression,entity,Q718,liturgical settings,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q718,
QW1036,Liturgical Settings,expression,entity,Q719,liturgical settings i,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q719,
QW1036,Liturgical Settings,expression,entity,Q720,liturgical settings ii,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q720,
QW1036,Liturgical Settings,expression,entity,__create__,Liturgical Settings,,0.0,create,,
QW1036,Liturgical Settings,expression,entity,__create__,Liturgical Settings,,,,,
QW1042,Liturgical Settings I,expression,entity,Q718,liturgical settings,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q718,
QW1042,Liturgical Settings I,expression,entity,Q719,liturgical settings i,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q719,
QW1042,Liturgical Settings I,expression,entity,Q720,liturgical settings ii,,0.9767441860465117,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q720,
QW1042,Liturgical Settings I,expression,entity,Q579,i will betroth thee unto me,,0.375,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q579,
QW1042,Liturgical Settings I,expression,entity,Q578,i never saw another butterfly,,0.36,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q578,
QW1042,Liturgical Settings I,expression,entity,Q581,i. afternoon service (minḥa): alenu; va'anaḥnu (samuel adler),,0.2933333333333333,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q581,
QW1042,Liturgical Settings I,expression,entity,Q580,"i will lift up my eyes (psalm 121, herbert fromm)",,0.2686567164179104,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q580,
QW1042,Liturgical Settings I,expression,entity,Q582,"i. afternoon service (minḥa): ana adonai (seder avoda, reform version, abraham wolf binder)",,0.2095238095238095,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q582,
QW1042,Liturgical Settings I,expression,entity,__create__,Liturgical Settings I,,0.0,create,,
QW1042,Liturgical Settings I,expression,entity,__create__,Liturgical Settings I,,,,,
QW1047,Liturgical Settings II,expression,entity,Q718,liturgical settings,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q718,
QW1047,Liturgical Settings II,expression,entity,Q720,liturgical settings ii,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q720,
QW1047,Liturgical Settings II,expression,entity,Q719,liturgical settings i,,0.9767441860465117,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q719,
QW1047,Liturgical Settings II,expression,entity,Q590,ii. memorial service (yizkor): enosh (michael isaacson),,0.36111111111111116,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q590,
QW1047,Liturgical Settings II,expression,entity,Q592,ii. memorial service (yizkor): in memoriam (robert starer),,0.34666666666666673,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q592,
QW1047,Liturgical Settings II,expression,entity,Q591,ii. memorial service (yizkor): i have taken an oath (michael horvit),,0.3294117647058823,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q591,
QW1047,Liturgical Settings II,expression,entity,Q593,ii. memorial service (yizkor): is not a flower a mystery? (michael horvit),,0.3181818181818181,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q593,
QW1047,Liturgical Settings II,expression,entity,Q589,ii. memorial service (yizkor): el male raḥamim (hugo chaim adler),,0.2926829268292683,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q589,
QW1047,Liturgical Settings II,expression,entity,__create__,Liturgical Settings II,,0.0,create,,
QW1047,Liturgical Settings II,expression,entity,__create__,Liturgical Settings II,,,,,
QW1050,Mizmor shir l'yom hashabbat,expression,entity,Q883,mizmor shir l'yom hashabbat,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q883,
QW1050,Mizmor shir l'yom hashabbat,expression,entity,Q885,mizmor shir ḥanukkat habbayit,,0.6909090909090909,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q885,
QW1050,Mizmor shir l'yom hashabbat,expression,entity,Q882,mizmor l'david,,0.631578947368421,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q882,
QW1050,Mizmor shir l'yom hashabbat,expression,entity,Q1069,shir l'shabbat,,0.6153846153846154,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1069,
QW1050,Mizmor shir l'yom hashabbat,expression,entity,Q884,mizmor shir ladonal shir hadash (heinrich schalit),,0.5945945945945946,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q884,
QW1050,Mizmor shir l'yom hashabbat,expression,entity,Q1067,shir hashirim,,0.5641025641025641,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1067,
QW1050,Mizmor shir l'yom hashabbat,expression,entity,Q1068,shir l'erev shabbat,,0.5454545454545454,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1068,
QW1050,Mizmor shir l'yom hashabbat,expression,entity,Q1071,shir shel ya'akov,,0.4761904761904762,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1071,
QW1050,Mizmor shir l'yom hashabbat,expression,entity,Q1070,shir shel moshe,,0.4390243902439025,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1070,
QW1050,Mizmor shir l'yom hashabbat,expression,entity,__create__,Mizmor shir l'yom hashabbat,,0.0,create,,
QW1050,Mizmor shir l'yom hashabbat,expression,entity,__create__,Mizmor shir l'yom hashabbat,,,,,
QW1054,"Oh, What is Man",expression,entity,Q925,"oh, what is man",,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q925,
QW1054,"Oh, What is Man",expression,entity,Q926,ohila la'el,,0.41666666666666663,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q926,
QW1054,"Oh, What is Man",expression,entity,Q621,isaac kaminsky,,0.3571428571428571,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q621,
QW1054,"Oh, What is Man",expression,entity,Q622,"isaac kaminsky,  jacob goldstone",,0.3181818181818181,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q622,
QW1054,"Oh, What is Man",expression,entity,Q623,"isaac kaminsky, arr o. julius and neil w. levin",,0.3,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q623,
QW1054,"Oh, What is Man",expression,entity,Q625,isadore freed,,0.29629629629629634,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q625,
QW1054,"Oh, What is Man",expression,entity,Q624,"isaac kaminsky, arr. o. julius; moshe ganchoff, arr. s. silbermintz",,0.27397260273972607,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q624,
QW1054,"Oh, What is Man",expression,entity,__create__,"Oh, What is Man",,0.0,create,,
QW1054,"Oh, What is Man",expression,entity,__create__,"Oh, What is Man",,,,,
QW1059,Our Guardian Slumbers Not,expression,entity,Q940,our guardian slumbers not,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q940,
QW1059,Our Guardian Slumbers Not,expression,entity,Q917,"not by might, not by power",,0.4186046511627907,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q917,
QW1059,Our Guardian Slumbers Not,expression,entity,__create__,Our Guardian Slumbers Not,,0.0,create,,
QW1059,Our Guardian Slumbers Not,expression,entity,__create__,Our Guardian Slumbers Not,,,,,
QW1064,Selections from the Spicker-Sparger Anthology,expression,entity,Q1041,selections from the spicker-sparger anthology,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1041,
QW1064,Selections from the Spicker-Sparger Anthology,expression,entity,Q498,from the world of my father,,0.4788732394366197,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q498,
QW1064,Selections from the Spicker-Sparger Anthology,expression,entity,Q497,from the forest of chimneys,,0.45714285714285713,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q497,
QW1064,Selections from the Spicker-Sparger Anthology,expression,entity,Q1156,the binding,,0.42857142857142855,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1156,
QW1064,Selections from the Spicker-Sparger Anthology,expression,entity,Q1157,"the cathedral of chichester, in sussex, england",,0.4269662921348315,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1157,
QW1064,Selections from the Spicker-Sparger Anthology,expression,entity,Q1159,the covenant,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1159,
QW1064,Selections from the Spicker-Sparger Anthology,expression,entity,Q496,from jewish life,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q496,
QW1064,Selections from the Spicker-Sparger Anthology,expression,entity,Q1160,the day of rest,,0.3728813559322034,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1160,
QW1064,Selections from the Spicker-Sparger Anthology,expression,entity,Q1158,the commandments,,0.33333333333333326,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1158,
QW1064,Selections from the Spicker-Sparger Anthology,expression,entity,__create__,Selections from the Spicker-Sparger Anthology,,0.0,create,,
QW1064,Selections from the Spicker-Sparger Anthology,expression,entity,__create__,Selections from the Spicker-Sparger Anthology,,,,,
QW1068,Shabbat,expression,entity,Q1051,shabbat,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1051,
QW1068,Shabbat,expression,entity,Q1052,shabbat ba'aretz,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1052,
QW1068,Shabbat,expression,entity,Q1053,shabbat for today,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1053,
QW1068,Shabbat,expression,entity,Q1054,shabbat m'nuḥa,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1054,
QW1068,Shabbat,expression,entity,Q1055,shabbat nusaḥ s'fard,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1055,
QW1068,Shabbat,expression,entity,__create__,Shabbat,,0.0,create,,
QW1068,Shabbat,expression,entity,__create__,Shabbat,,,,,
QW1071,Shira ḥadasha (Morning Liturgy),expression,entity,Q1072,shira ḥadasha (morning liturgy),,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1072,
QW1071,Shira ḥadasha (Morning Liturgy),expression,entity,Q1073,shirat miriam l'shabbat,,0.4705882352941177,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1073,
QW1071,Shira ḥadasha (Morning Liturgy),expression,entity,Q1074,shirat sara,,0.35,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1074,
QW1071,Shira ḥadasha (Morning Liturgy),expression,entity,__create__,Shira ḥadasha (Morning Liturgy),,0.0,create,,
QW1071,Shira ḥadasha (Morning Liturgy),expression,entity,__create__,Shira ḥadasha (Morning Liturgy),,,,,
QW1074,Torah Reading,expression,entity,Q1209,torah reading,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1209,
QW1074,Torah Reading,expression,entity,Q1210,torah service,,0.6153846153846154,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1210,
QW1074,Torah Reading,expression,entity,__create__,Torah Reading,,0.0,create,,
QW1074,Torah Reading,expression,entity,__create__,Torah Reading,,,,,
QW1078,Union Hymnal Selections,expression,entity,Q1235,union hymnal selections,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1235,
QW1078,Union Hymnal Selections,expression,entity,Q1041,selections from the spicker-sparger anthology,,0.6060606060606061,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1041,
QW1078,Union Hymnal Selections,expression,entity,Q1236,union of american hebrew congregations,,0.4918032786885246,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1236,
QW1078,Union Hymnal Selections,expression,entity,Q1237,union prayerbook (1932)/ccar,,0.41666666666666663,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1237,
QW1078,Union Hymnal Selections,expression,entity,__create__,Union Hymnal Selections,,0.0,create,,
QW1078,Union Hymnal Selections,expression,entity,__create__,Union Hymnal Selections,,,,,
QW1081,Vay'khullu,expression,entity,__create__,Vay'khullu,,0.0,create,,
QW1081,Vay'khullu,expression,entity,__create__,Vay'khullu,,,,,
QW1086,A Garden Eastward,expression,entity,Q163,a garden eastward,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q163,
QW1086,A Garden Eastward,expression,entity,Q160,a brivele der mamen,,0.4444444444444444,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q160,
QW1086,A Garden Eastward,expression,entity,Q159,a bisl libe un a bisl glik,,0.38888888888888884,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q159,
QW1086,A Garden Eastward,expression,entity,Q161,a carol for hanukka,,0.38888888888888884,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q161,
QW1086,A Garden Eastward,expression,entity,Q162,a foter tzu zayn zun,,0.3783783783783784,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q162,
QW1086,A Garden Eastward,expression,entity,Q158,a bird over jerusalem,,0.368421052631579,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q158,
QW1086,A Garden Eastward,expression,entity,__create__,A Garden Eastward,,0.0,create,,
QW1086,A Garden Eastward,expression,entity,__create__,A Garden Eastward,,,,,
QW1096,American Choral Settings,expression,entity,Q232,american choral settings,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q232,
QW1096,American Choral Settings,expression,entity,Q231,american ballet theatre,,0.5957446808510638,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q231,
QW1096,American Choral Settings,expression,entity,Q233,american classics - achron: violin concerto no. 1/ golem/ 2 tableaux from belshazzar,,0.5,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q233,
QW1096,American Choral Settings,expression,entity,Q234,american classics - amram: songs of the soul/shir l'erev shabbat/ the final ingredient,,0.5,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q234,
QW1096,American Choral Settings,expression,entity,Q235,american classics - avshalomov/ silver/ meyerowitz: jewish tone poems,,0.5,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q235,
QW1096,American Choral Settings,expression,entity,__create__,American Choral Settings,,0.0,create,,
QW1096,American Choral Settings,expression,entity,__create__,American Choral Settings,,,,,
QW1101,Arvit Morocco,expression,entity,Q278,arvit morocco,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q278,
QW1101,Arvit Morocco,expression,entity,Q276,arvit l'shabbat (continued):,,0.5555555555555556,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q276,
QW1101,Arvit Morocco,expression,entity,Q277,arvit l'shabbat:,,0.5555555555555556,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q277,
QW1101,Arvit Morocco,expression,entity,__create__,Arvit Morocco,,0.0,create,,
QW1101,Arvit Morocco,expression,entity,__create__,Arvit Morocco,,,,,
QW1107,At Grandfather's Knee,expression,entity,Q284,at grandfather's knee,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q284,
QW1107,At Grandfather's Knee,expression,entity,Q287,atta noten yad,,0.411764705882353,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q287,
QW1107,At Grandfather's Knee,expression,entity,Q288,atta ḥonantanu,,0.411764705882353,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q288,
QW1107,At Grandfather's Knee,expression,entity,Q286,atlanta symphony/robert shaw,,0.3829787234042554,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q286,
QW1107,At Grandfather's Knee,expression,entity,Q285,ata ritzatzta (l'kha adonai),,0.2666666666666667,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q285,
QW1107,At Grandfather's Knee,expression,entity,__create__,At Grandfather's Knee,,0.0,create,,
QW1107,At Grandfather's Knee,expression,entity,__create__,At Grandfather's Knee,,,,,
QW1115,Canto de los Marranos,expression,entity,Q350,canto de los marranos,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q350,
QW1115,Canto de los Marranos,expression,entity,Q722,los angeles master chorale,,0.5106382978723404,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q722,
QW1115,Canto de los Marranos,expression,entity,Q352,"cantor richard botton, lamp unto my feet",,0.5,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q352,
QW1115,Canto de los Marranos,expression,entity,Q401,der alter tsigayner,,0.45,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q401,
QW1115,Canto de los Marranos,expression,entity,Q353,cantors assembly,,0.4324324324324324,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q353,
QW1115,Canto de los Marranos,expression,entity,Q354,cantors assembly of america,,0.41666666666666663,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q354,
QW1115,Canto de los Marranos,expression,entity,Q402,der badkhn,,0.3870967741935484,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q402,
QW1115,Canto de los Marranos,expression,entity,Q351,"cantor david benedict, cantor at temple israel in lawrence, new york",,0.35,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q351,
QW1115,Canto de los Marranos,expression,entity,Q403,der dishvasher,,0.3428571428571429,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q403,
QW1115,Canto de los Marranos,expression,entity,Q400,debbie friedman,,0.33333333333333326,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q400,
QW1115,Canto de los Marranos,expression,entity,Q399,death fugue,,0.25,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q399,
QW1115,Canto de los Marranos,expression,entity,__create__,Canto de los Marranos,,0.0,create,,
QW1115,Canto de los Marranos,expression,entity,__create__,Canto de los Marranos,,,,,
QW1121,Eight Choral Songs for a capella Chorus,expression,entity,Q437,eight choral songs for a capella chorus,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q437,
QW1121,Eight Choral Songs for a capella Chorus,expression,entity,Q153,Chorus master,"person who directs and rehearses the singing chorus of an opera company, choir, etc.",0.631578947368421,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q153,
QW1121,Eight Choral Songs for a capella Chorus,expression,entity,Q161,a carol for hanukka,,0.4482758620689655,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q161,
QW1121,Eight Choral Songs for a capella Chorus,expression,entity,Q1118,songs of the night,,0.43478260869565216,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1118,
QW1121,Eight Choral Songs for a capella Chorus,expression,entity,Q1368,Audio Storage Format,"A medium or digital encoding method used to record, store, and reproduce sound. Class for items of audio recordings distribution, format of music release.",0.3728813559322034,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1368,
QW1121,Eight Choral Songs for a capella Chorus,expression,entity,Q158,a bird over jerusalem,,0.36666666666666664,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q158,
QW1121,Eight Choral Songs for a capella Chorus,expression,entity,Q159,a bisl libe un a bisl glik,,0.31034482758620685,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q159,
QW1121,Eight Choral Songs for a capella Chorus,expression,entity,Q160,a brivele der mamen,,0.31034482758620685,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q160,
QW1121,Eight Choral Songs for a capella Chorus,expression,entity,Q162,a foter tzu zayn zun,,0.30508474576271183,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q162,
QW1121,Eight Choral Songs for a capella Chorus,expression,entity,__create__,Eight Choral Songs for a capella Chorus,,0.0,create,,
QW1121,Eight Choral Songs for a capella Chorus,expression,entity,__create__,Eight Choral Songs for a capella Chorus,,,,,
QW1127,Fantasy On a Sephardi Melody,expression,entity,Q476,fantasy on a sephardi melody,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q476,
QW1127,Fantasy On a Sephardi Melody,expression,entity,Q1043,sephardi kiddush,,0.6666666666666665,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1043,
QW1127,Fantasy On a Sephardi Melody,expression,entity,Q475,"fantasy in c minor for violin and orchestra: ""nusḥa'ot""",,0.45569620253164556,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q475,
QW1127,Fantasy On a Sephardi Melody,expression,entity,Q161,a carol for hanukka,,0.3829787234042554,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q161,
QW1127,Fantasy On a Sephardi Melody,expression,entity,Q158,a bird over jerusalem,,0.3673469387755102,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q158,
QW1127,Fantasy On a Sephardi Melody,expression,entity,Q162,a foter tzu zayn zun,,0.33333333333333326,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q162,
QW1127,Fantasy On a Sephardi Melody,expression,entity,Q159,a bisl libe un a bisl glik,,0.29787234042553196,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q159,
QW1127,Fantasy On a Sephardi Melody,expression,entity,Q160,a brivele der mamen,,0.29787234042553196,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q160,
QW1127,Fantasy On a Sephardi Melody,expression,entity,__create__,Fantasy On a Sephardi Melody,,0.0,create,,
QW1127,Fantasy On a Sephardi Melody,expression,entity,__create__,Fantasy On a Sephardi Melody,,,,,
QW1134,Five Sephardic Choruses,expression,entity,Q484,five sephardic choruses,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q484,
QW1134,Five Sephardic Choruses,expression,entity,Q483,five jewish pieces,,0.5365853658536586,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q483,
QW1134,Five Sephardic Choruses,expression,entity,__create__,Five Sephardic Choruses,,0.0,create,,
QW1134,Five Sephardic Choruses,expression,entity,__create__,Five Sephardic Choruses,,,,,
QW1140,Kantigas Ulvidadas,expression,entity,Q682,kantigas ulvidadas,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q682,
QW1140,Kantigas Ulvidadas,expression,entity,__create__,Kantigas Ulvidadas,,0.0,create,,
QW1140,Kantigas Ulvidadas,expression,entity,__create__,Kantigas Ulvidadas,,,,,
QW1145,L'kha dodi,expression,entity,__create__,L'kha dodi,,0.0,create,,
QW1145,L'kha dodi,expression,entity,__create__,L'kha dodi,,,,,
QW1149,L'kha dodi,expression,entity,__create__,L'kha dodi,,0.0,create,,
QW1149,L'kha dodi,expression,entity,__create__,L'kha dodi,,,,,
QW1152,Ladino Songs of Love and Suffering,expression,entity,Q702,ladino songs of love and suffering,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q702,
QW1152,Ladino Songs of Love and Suffering,expression,entity,Q724,love songs for sabbath,,0.625,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q724,
QW1152,Ladino Songs of Love and Suffering,expression,entity,Q1118,songs of the night,,0.6153846153846154,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1118,
QW1152,Ladino Songs of Love and Suffering,expression,entity,Q266,and thou shalt love (debbie friedman),,0.49275362318840576,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q266,
QW1152,Ladino Songs of Love and Suffering,expression,entity,Q265,and how my brother is cain,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q265,
