id,query,bucket,entity_type,candidate_id,candidate_label,candidate_description,candidate_score,candidate_source,candidate_url,match
QW1011,as the hart panteth,work,entity,Q283,aspects of a great miracle,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q283,
QW1011,as the hart panteth,work,entity,Q280,ashamnu,,0.3846153846153846,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q280,
QW1011,as the hart panteth,work,entity,Q1157,"the cathedral of chichester, in sussex, england",,0.375,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1157,
QW1011,as the hart panteth,work,entity,__create__,as the hart panteth,,0.0,create,,
QW1011,as the hart panteth,work,entity,__create__,as the hart panteth,,,,,
QW1014,barukh habba (psalm 118: 26-29),work,entity,Q318,barukh habba (psalm 118: 26-29),,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q318,
QW1014,barukh habba (psalm 118: 26-29),work,entity,Q983,psalm 23,,0.7692307692307692,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q983,
QW1014,barukh habba (psalm 118: 26-29),work,entity,Q979,psalm 117,,0.7142857142857143,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q979,
QW1014,barukh habba (psalm 118: 26-29),work,entity,Q980,psalm 126,,0.7142857142857143,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q980,
QW1014,barukh habba (psalm 118: 26-29),work,entity,Q981,psalm 137,,0.7142857142857143,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q981,
QW1014,barukh habba (psalm 118: 26-29),work,entity,Q982,psalm 148,,0.7142857142857143,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q982,
QW1014,barukh habba (psalm 118: 26-29),work,entity,__create__,barukh habba (psalm 118: 26-29),,0.0,create,,
QW1014,barukh habba (psalm 118: 26-29),work,entity,__create__,barukh habba (psalm 118: 26-29),,,,,
QW1015,barukh habba (psalm 118: 26-29),work,entity,Q318,barukh habba (psalm 118: 26-29),,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q318,
QW1015,barukh habba (psalm 118: 26-29),work,entity,Q983,psalm 23,,0.7692307692307692,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q983,
QW1015,barukh habba (psalm 118: 26-29),work,entity,Q979,psalm 117,,0.7142857142857143,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q979,
QW1015,barukh habba (psalm 118: 26-29),work,entity,Q980,psalm 126,,0.7142857142857143,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q980,
QW1015,barukh habba (psalm 118: 26-29),work,entity,Q981,psalm 137,,0.7142857142857143,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q981,
QW1015,barukh habba (psalm 118: 26-29),work,entity,Q982,psalm 148,,0.7142857142857143,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q982,
QW1015,barukh habba (psalm 118: 26-29),work,entity,__create__,barukh habba (psalm 118: 26-29),,0.0,create,,
QW1015,barukh habba (psalm 118: 26-29),work,entity,__create__,barukh habba (psalm 118: 26-29),,,,,
QW1025,ein keloheinu,work,entity,Q438,ein keloheinu,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q438,
QW1025,ein keloheinu,work,entity,Q439,ein kitzva...ase l'ma'an,,0.45714285714285713,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q439,
QW1025,ein keloheinu,work,entity,__create__,ein keloheinu,,0.0,create,,
QW1025,ein keloheinu,work,entity,__create__,ein keloheinu,,,,,
QW1026,ein keloheinu,work,entity,Q438,ein keloheinu,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q438,
QW1026,ein keloheinu,work,entity,Q439,ein kitzva...ase l'ma'an,,0.45714285714285713,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q439,
QW1026,ein keloheinu,work,entity,__create__,ein keloheinu,,0.0,create,,
QW1026,ein keloheinu,work,entity,__create__,ein keloheinu,,,,,
QW1027,"empor zu gott, mein lobgesang!",work,entity,Q453,"empor zu gott, mein lobgesang!",,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q453,
QW1027,"empor zu gott, mein lobgesang!",work,entity,__create__,"empor zu gott, mein lobgesang!",,0.0,create,,
QW1027,"empor zu gott, mein lobgesang!",work,entity,__create__,"empor zu gott, mein lobgesang!",,,,,
QW1028,"empor zu gott, mein lobgesang!",work,entity,Q453,"empor zu gott, mein lobgesang!",,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q453,
QW1028,"empor zu gott, mein lobgesang!",work,entity,__create__,"empor zu gott, mein lobgesang!",,0.0,create,,
QW1028,"empor zu gott, mein lobgesang!",work,entity,__create__,"empor zu gott, mein lobgesang!",,,,,
QW1030,liturgical settings,work,entity,Q718,liturgical settings,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q718,
QW1030,liturgical settings,work,entity,Q719,liturgical settings i,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q719,
QW1030,liturgical settings,work,entity,Q720,liturgical settings ii,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q720,
QW1030,liturgical settings,work,entity,__create__,liturgical settings,,0.0,create,,
QW1030,liturgical settings,work,entity,__create__,liturgical settings,,,,,
QW1031,liturgical settings,work,entity,Q718,liturgical settings,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q718,
QW1031,liturgical settings,work,entity,Q719,liturgical settings i,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q719,
QW1031,liturgical settings,work,entity,Q720,liturgical settings ii,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q720,
QW1031,liturgical settings,work,entity,__create__,liturgical settings,,0.0,create,,
QW1031,liturgical settings,work,entity,__create__,liturgical settings,,,,,
QW1034,liturgical settings i,work,entity,Q719,liturgical settings i,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q719,
QW1034,liturgical settings i,work,entity,Q718,liturgical settings,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q718,
QW1034,liturgical settings i,work,entity,Q720,liturgical settings ii,,0.9767441860465117,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q720,
QW1034,liturgical settings i,work,entity,Q579,i will betroth thee unto me,,0.375,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q579,
QW1034,liturgical settings i,work,entity,Q578,i never saw another butterfly,,0.36,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q578,
QW1034,liturgical settings i,work,entity,Q581,i. afternoon service (minḥa): alenu; va'anaḥnu (samuel adler),,0.2933333333333333,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q581,
QW1034,liturgical settings i,work,entity,Q580,"i will lift up my eyes (psalm 121, herbert fromm)",,0.2686567164179104,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q580,
QW1034,liturgical settings i,work,entity,Q582,"i. afternoon service (minḥa): ana adonai (seder avoda, reform version, abraham wolf binder)",,0.2095238095238095,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q582,
QW1034,liturgical settings i,work,entity,__create__,liturgical settings i,,0.0,create,,
QW1034,liturgical settings i,work,entity,__create__,liturgical settings i,,,,,
QW1035,liturgical settings i,work,entity,Q719,liturgical settings i,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q719,
QW1035,liturgical settings i,work,entity,Q718,liturgical settings,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q718,
QW1035,liturgical settings i,work,entity,Q720,liturgical settings ii,,0.9767441860465117,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q720,
QW1035,liturgical settings i,work,entity,Q579,i will betroth thee unto me,,0.375,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q579,
QW1035,liturgical settings i,work,entity,Q578,i never saw another butterfly,,0.36,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q578,
QW1035,liturgical settings i,work,entity,Q581,i. afternoon service (minḥa): alenu; va'anaḥnu (samuel adler),,0.2933333333333333,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q581,
QW1035,liturgical settings i,work,entity,Q580,"i will lift up my eyes (psalm 121, herbert fromm)",,0.2686567164179104,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q580,
QW1035,liturgical settings i,work,entity,Q582,"i. afternoon service (minḥa): ana adonai (seder avoda, reform version, abraham wolf binder)",,0.2095238095238095,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q582,
QW1035,liturgical settings i,work,entity,__create__,liturgical settings i,,0.0,create,,
QW1035,liturgical settings i,work,entity,__create__,liturgical settings i,,,,,
QW1037,liturgical settings ii,work,entity,Q720,liturgical settings ii,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q720,
QW1037,liturgical settings ii,work,entity,Q718,liturgical settings,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q718,
QW1037,liturgical settings ii,work,entity,Q719,liturgical settings i,,0.9767441860465117,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q719,
QW1037,liturgical settings ii,work,entity,Q590,ii. memorial service (yizkor): enosh (michael isaacson),,0.36111111111111116,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q590,
QW1037,liturgical settings ii,work,entity,Q592,ii. memorial service (yizkor): in memoriam (robert starer),,0.34666666666666673,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q592,
QW1037,liturgical settings ii,work,entity,Q591,ii. memorial service (yizkor): i have taken an oath (michael horvit),,0.3294117647058823,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q591,
QW1037,liturgical settings ii,work,entity,Q593,ii. memorial service (yizkor): is not a flower a mystery? (michael horvit),,0.3181818181818181,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q593,
QW1037,liturgical settings ii,work,entity,Q589,ii. memorial service (yizkor): el male raḥamim (hugo chaim adler),,0.2926829268292683,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q589,
QW1037,liturgical settings ii,work,entity,__create__,liturgical settings ii,,0.0,create,,
QW1037,liturgical settings ii,work,entity,__create__,liturgical settings ii,,,,,
QW1038,liturgical settings ii,work,entity,Q720,liturgical settings ii,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q720,
QW1038,liturgical settings ii,work,entity,Q718,liturgical settings,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q718,
QW1038,liturgical settings ii,work,entity,Q719,liturgical settings i,,0.9767441860465117,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q719,
QW1038,liturgical settings ii,work,entity,Q590,ii. memorial service (yizkor): enosh (michael isaacson),,0.36111111111111116,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q590,
QW1038,liturgical settings ii,work,entity,Q592,ii. memorial service (yizkor): in memoriam (robert starer),,0.34666666666666673,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q592,
QW1038,liturgical settings ii,work,entity,Q591,ii. memorial service (yizkor): i have taken an oath (michael horvit),,0.3294117647058823,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q591,
QW1038,liturgical settings ii,work,entity,Q593,ii. memorial service (yizkor): is not a flower a mystery? (michael horvit),,0.3181818181818181,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q593,
QW1038,liturgical settings ii,work,entity,Q589,ii. memorial service (yizkor): el male raḥamim (hugo chaim adler),,0.2926829268292683,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q589,
QW1038,liturgical settings ii,work,entity,__create__,liturgical settings ii,,0.0,create,,
QW1038,liturgical settings ii,work,entity,__create__,liturgical settings ii,,,,,
QW1039,mizmor shir l'yom hashabbat,work,entity,Q883,mizmor shir l'yom hashabbat,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q883,
QW1039,mizmor shir l'yom hashabbat,work,entity,Q885,mizmor shir ḥanukkat habbayit,,0.6909090909090909,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q885,
QW1039,mizmor shir l'yom hashabbat,work,entity,Q882,mizmor l'david,,0.631578947368421,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q882,
QW1039,mizmor shir l'yom hashabbat,work,entity,Q1069,shir l'shabbat,,0.6153846153846154,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1069,
QW1039,mizmor shir l'yom hashabbat,work,entity,Q884,mizmor shir ladonal shir hadash (heinrich schalit),,0.5945945945945946,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q884,
QW1039,mizmor shir l'yom hashabbat,work,entity,Q1067,shir hashirim,,0.5641025641025641,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1067,
QW1039,mizmor shir l'yom hashabbat,work,entity,Q1068,shir l'erev shabbat,,0.5454545454545454,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1068,
QW1039,mizmor shir l'yom hashabbat,work,entity,Q1071,shir shel ya'akov,,0.4761904761904762,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1071,
QW1039,mizmor shir l'yom hashabbat,work,entity,Q1070,shir shel moshe,,0.4390243902439025,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1070,
QW1039,mizmor shir l'yom hashabbat,work,entity,__create__,mizmor shir l'yom hashabbat,,0.0,create,,
QW1039,mizmor shir l'yom hashabbat,work,entity,__create__,mizmor shir l'yom hashabbat,,,,,
QW1040,mizmor shir l'yom hashabbat,work,entity,Q883,mizmor shir l'yom hashabbat,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q883,
QW1040,mizmor shir l'yom hashabbat,work,entity,Q885,mizmor shir ḥanukkat habbayit,,0.6909090909090909,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q885,
QW1040,mizmor shir l'yom hashabbat,work,entity,Q882,mizmor l'david,,0.631578947368421,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q882,
QW1040,mizmor shir l'yom hashabbat,work,entity,Q1069,shir l'shabbat,,0.6153846153846154,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1069,
QW1040,mizmor shir l'yom hashabbat,work,entity,Q884,mizmor shir ladonal shir hadash (heinrich schalit),,0.5945945945945946,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q884,
QW1040,mizmor shir l'yom hashabbat,work,entity,Q1067,shir hashirim,,0.5641025641025641,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1067,
QW1040,mizmor shir l'yom hashabbat,work,entity,Q1068,shir l'erev shabbat,,0.5454545454545454,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1068,
QW1040,mizmor shir l'yom hashabbat,work,entity,Q1071,shir shel ya'akov,,0.4761904761904762,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1071,
QW1040,mizmor shir l'yom hashabbat,work,entity,Q1070,shir shel moshe,,0.4390243902439025,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1070,
QW1040,mizmor shir l'yom hashabbat,work,entity,__create__,mizmor shir l'yom hashabbat,,0.0,create,,
QW1040,mizmor shir l'yom hashabbat,work,entity,__create__,mizmor shir l'yom hashabbat,,,,,
QW1042,"oh, what is man",work,entity,Q925,"oh, what is man",,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q925,
QW1042,"oh, what is man",work,entity,Q926,ohila la'el,,0.41666666666666663,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q926,
QW1042,"oh, what is man",work,entity,Q621,isaac kaminsky,,0.3571428571428571,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q621,
QW1042,"oh, what is man",work,entity,Q622,"isaac kaminsky,  jacob goldstone",,0.3181818181818181,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q622,
QW1042,"oh, what is man",work,entity,Q623,"isaac kaminsky, arr o. julius and neil w. levin",,0.3,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q623,
QW1042,"oh, what is man",work,entity,Q625,isadore freed,,0.29629629629629634,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q625,
QW1042,"oh, what is man",work,entity,Q624,"isaac kaminsky, arr. o. julius; moshe ganchoff, arr. s. silbermintz",,0.27397260273972607,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q624,
QW1042,"oh, what is man",work,entity,__create__,"oh, what is man",,0.0,create,,
QW1042,"oh, what is man",work,entity,__create__,"oh, what is man",,,,,
QW1043,"oh, what is man",work,entity,Q925,"oh, what is man",,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q925,
QW1043,"oh, what is man",work,entity,Q926,ohila la'el,,0.41666666666666663,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q926,
QW1043,"oh, what is man",work,entity,Q621,isaac kaminsky,,0.3571428571428571,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q621,
QW1043,"oh, what is man",work,entity,Q622,"isaac kaminsky,  jacob goldstone",,0.3181818181818181,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q622,
QW1043,"oh, what is man",work,entity,Q623,"isaac kaminsky, arr o. julius and neil w. levin",,0.3,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q623,
QW1043,"oh, what is man",work,entity,Q625,isadore freed,,0.29629629629629634,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q625,
QW1043,"oh, what is man",work,entity,Q624,"isaac kaminsky, arr. o. julius; moshe ganchoff, arr. s. silbermintz",,0.27397260273972607,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q624,
QW1043,"oh, what is man",work,entity,__create__,"oh, what is man",,0.0,create,,
QW1043,"oh, what is man",work,entity,__create__,"oh, what is man",,,,,
QW1045,our guardian slumbers not,work,entity,Q940,our guardian slumbers not,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q940,
QW1045,our guardian slumbers not,work,entity,Q917,"not by might, not by power",,0.4186046511627907,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q917,
QW1045,our guardian slumbers not,work,entity,__create__,our guardian slumbers not,,0.0,create,,
QW1045,our guardian slumbers not,work,entity,__create__,our guardian slumbers not,,,,,
QW1046,our guardian slumbers not,work,entity,Q940,our guardian slumbers not,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q940,
QW1046,our guardian slumbers not,work,entity,Q917,"not by might, not by power",,0.4186046511627907,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q917,
QW1046,our guardian slumbers not,work,entity,__create__,our guardian slumbers not,,0.0,create,,
QW1046,our guardian slumbers not,work,entity,__create__,our guardian slumbers not,,,,,
QW1048,selections from the spicker-sparger anthology,work,entity,Q1041,selections from the spicker-sparger anthology,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1041,
QW1048,selections from the spicker-sparger anthology,work,entity,Q498,from the world of my father,,0.4788732394366197,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q498,
QW1048,selections from the spicker-sparger anthology,work,entity,Q497,from the forest of chimneys,,0.45714285714285713,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q497,
QW1048,selections from the spicker-sparger anthology,work,entity,Q1156,the binding,,0.42857142857142855,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1156,
QW1048,selections from the spicker-sparger anthology,work,entity,Q1157,"the cathedral of chichester, in sussex, england",,0.4269662921348315,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1157,
QW1048,selections from the spicker-sparger anthology,work,entity,Q1159,the covenant,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1159,
QW1048,selections from the spicker-sparger anthology,work,entity,Q496,from jewish life,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q496,
QW1048,selections from the spicker-sparger anthology,work,entity,Q1160,the day of rest,,0.3728813559322034,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1160,
QW1048,selections from the spicker-sparger anthology,work,entity,Q1158,the commandments,,0.33333333333333326,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1158,
QW1048,selections from the spicker-sparger anthology,work,entity,__create__,selections from the spicker-sparger anthology,,0.0,create,,
QW1048,selections from the spicker-sparger anthology,work,entity,__create__,selections from the spicker-sparger anthology,,,,,
QW1049,selections from the spicker-sparger anthology,work,entity,Q1041,selections from the spicker-sparger anthology,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1041,
QW1049,selections from the spicker-sparger anthology,work,entity,Q498,from the world of my father,,0.4788732394366197,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q498,
QW1049,selections from the spicker-sparger anthology,work,entity,Q497,from the forest of chimneys,,0.45714285714285713,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q497,
QW1049,selections from the spicker-sparger anthology,work,entity,Q1156,the binding,,0.42857142857142855,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1156,
QW1049,selections from the spicker-sparger anthology,work,entity,Q1157,"the cathedral of chichester, in sussex, england",,0.4269662921348315,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1157,
QW1049,selections from the spicker-sparger anthology,work,entity,Q1159,the covenant,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1159,
QW1049,selections from the spicker-sparger anthology,work,entity,Q496,from jewish life,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q496,
QW1049,selections from the spicker-sparger anthology,work,entity,Q1160,the day of rest,,0.3728813559322034,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1160,
QW1049,selections from the spicker-sparger anthology,work,entity,Q1158,the commandments,,0.33333333333333326,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1158,
QW1049,selections from the spicker-sparger anthology,work,entity,__create__,selections from the spicker-sparger anthology,,0.0,create,,
QW1049,selections from the spicker-sparger anthology,work,entity,__create__,selections from the spicker-sparger anthology,,,,,
QW1051,shabbat,work,entity,Q1051,shabbat,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1051,
QW1051,shabbat,work,entity,Q1052,shabbat ba'aretz,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1052,
QW1051,shabbat,work,entity,Q1053,shabbat for today,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1053,
QW1051,shabbat,work,entity,Q1054,shabbat m'nuḥa,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1054,
QW1051,shabbat,work,entity,Q1055,shabbat nusaḥ s'fard,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1055,
QW1051,shabbat,work,entity,__create__,shabbat,,0.0,create,,
QW1051,shabbat,work,entity,__create__,shabbat,,,,,
QW1052,shabbat,work,entity,Q1051,shabbat,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1051,
QW1052,shabbat,work,entity,Q1052,shabbat ba'aretz,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1052,
QW1052,shabbat,work,entity,Q1053,shabbat for today,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1053,
QW1052,shabbat,work,entity,Q1054,shabbat m'nuḥa,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1054,
QW1052,shabbat,work,entity,Q1055,shabbat nusaḥ s'fard,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1055,
QW1052,shabbat,work,entity,__create__,shabbat,,0.0,create,,
QW1052,shabbat,work,entity,__create__,shabbat,,,,,
